chr,start,end,q-val,ind,MarkerName
6,32613905,32613905,1,2279,unspec
6,32613906,32613906,1,2280,unspec
6,32613907,32613907,1,2281,unspec
6,32613914,32613914,1,2282,unspec
6,32613917,32613917,1,2283,unspec
6,32613935,32613935,1,2284,unspec
6,32613955,32613955,1,2285,unspec
6,32613977,32613977,1,2286,unspec
6,32614001,32614001,1,2287,unspec
6,32614004,32614004,0.818197136,2288,unspec
6,32614005,32614005,1,2289,unspec
6,32614112,32614112,1,2290,unspec
6,32614136,32614136,1,2291,unspec
6,32614145,32614145,1,2292,unspec
6,32614152,32614152,1,2293,unspec
6,32614173,32614173,1,2294,unspec
6,32614196,32614196,1,2295,unspec
6,32614205,32614205,1,2296,unspec
6,32614219,32614219,1,2297,unspec
6,32614226,32614226,1,2298,unspec
6,32614298,32614298,1,2299,unspec
6,32614326,32614326,1,2300,unspec
6,32614393,32614393,1,2301,unspec
6,32614412,32614412,1,2302,unspec
6,32614413,32614413,1,2303,unspec
6,32614474,32614474,1,2304,unspec
6,32614498,32614498,1,2305,unspec
6,32614511,32614511,1,2306,unspec
6,32614543,32614543,0.846317186,2307,unspec
6,32614555,32614555,1,2308,unspec
6,32614577,32614577,1,2309,unspec
6,32614624,32614624,1,2310,unspec
6,32614629,32614629,1,2311,unspec
6,32614657,32614657,1,2312,unspec
6,32614658,32614658,1,2313,unspec
6,32614674,32614674,1,2314,unspec
6,32614699,32614699,0.806510682,2315,unspec
6,32614705,32614705,1,2316,unspec
6,32614708,32614708,1,2317,unspec
6,32614715,32614715,1,2318,unspec
6,32614736,32614736,1,2319,unspec
6,32614750,32614750,1,2320,unspec
6,32614756,32614756,1,2321,unspec
6,32614764,32614764,1,2322,unspec
6,32614771,32614771,1,2323,unspec
6,32614781,32614781,1,2324,unspec
6,32614835,32614835,0.87016129,2325,unspec
6,32614858,32614858,1,2326,unspec
6,32614863,32614863,1,2327,unspec
6,32614873,32614873,1,2328,unspec
6,32614895,32614895,1,2329,unspec
6,32614897,32614897,1,2330,unspec
6,32614901,32614901,0.806510682,2331,unspec
6,32614934,32614934,1,2332,unspec
6,32614984,32614984,0.802449889,2333,unspec
6,32614995,32614995,1,2334,unspec
6,32615019,32615019,1,2335,unspec
6,32615030,32615030,1,2336,unspec
6,32615100,32615100,1,2337,unspec
6,32615104,32615104,1,2338,unspec
6,32615108,32615108,1,2339,unspec
6,32615114,32615114,1,2340,unspec
6,32615120,32615120,1,2341,unspec
6,32615155,32615155,1,2342,unspec
6,32615161,32615161,0.806510682,2343,unspec
6,32615162,32615162,0.852184927,2344,unspec
6,32615163,32615163,1,2345,unspec
6,32615192,32615192,1,2346,unspec
6,32615203,32615203,1,2347,unspec
6,32615221,32615221,1,2348,unspec
6,32615228,32615228,0.771773221,2349,unspec
6,32615250,32615250,0.829007634,2350,unspec
6,32615262,32615262,0.81669627,2351,unspec
6,32615269,32615269,0.57768595,2352,unspec
6,32615274,32615274,1,2353,unspec
6,32615277,32615277,0.771773221,2354,unspec
6,32615279,32615279,1,2355,unspec
6,32615280,32615280,1,2356,unspec
6,32615286,32615286,0.676614699,2357,unspec
6,32615322,32615322,0.845660881,2358,unspec
6,32615345,32615345,1,2359,unspec
6,32615348,32615348,1,2360,unspec
6,32615352,32615352,1,2361,unspec
6,32615369,32615369,0.670183486,2362,unspec
6,32615382,32615382,0.722846442,2363,unspec
6,32615411,32615411,1,2364,unspec
6,32615417,32615417,0.767108753,2365,unspec
6,32615421,32615421,1,2366,unspec
6,32615423,32615423,1,2367,unspec
6,32615429,32615429,1,2368,unspec
6,32615435,32615435,0.624444444,2369,unspec
6,32615446,32615446,0.765405405,2370,unspec
6,32615478,32615478,0.806510682,2371,unspec
6,32615484,32615484,1,2372,unspec
6,32615497,32615497,1,2373,unspec
6,32615514,32615514,1,2374,unspec
6,32615522,32615522,1,2375,unspec
6,32615551,32615551,1,2376,unspec
6,32615580,32615580,1,2377,unspec
6,32615624,32615624,1,2378,unspec
6,32615626,32615626,1,2379,unspec
6,32615628,32615628,1,2380,unspec
6,32615640,32615640,1,2381,unspec
6,32615649,32615649,0.664801865,2382,unspec
6,32615682,32615682,0.785331781,2383,unspec
6,32615684,32615684,0.765405405,2384,unspec
6,32615691,32615691,1,2385,unspec
6,32615700,32615700,1,2386,unspec
6,32615713,32615713,1,2387,unspec
6,32615719,32615719,1,2388,unspec
6,32615727,32615727,0.861037394,2389,unspec
6,32615752,32615752,1,2390,unspec
6,32615763,32615763,1,2391,unspec
6,32615766,32615766,1,2392,unspec
6,32615780,32615780,1,2393,unspec
6,32615799,32615799,1,2394,unspec
6,32615806,32615806,1,2395,unspec
6,32615807,32615807,1,2396,unspec
6,32615826,32615826,0.806510682,2397,unspec
6,32615828,32615828,1,2398,unspec
6,32615833,32615833,1,2399,unspec
6,32615834,32615834,0.817035775,2400,unspec
6,32615876,32615876,1,2401,unspec
6,32615900,32615900,0.830594901,2402,unspec
6,32615905,32615905,0.81669627,2403,unspec
6,32615942,32615942,1,2404,unspec
6,32615965,32615965,1,2405,unspec
6,32615972,32615972,1,2406,unspec
6,32615980,32615980,1,2407,unspec
6,32616006,32616006,1,2408,unspec
6,32616036,32616036,0.728085868,2409,unspec
6,32616043,32616043,0.882152975,2410,unspec
6,32616047,32616047,1,2411,unspec
6,32616053,32616053,1,2412,unspec
6,32616069,32616069,1,2413,unspec
6,32616083,32616083,1,2414,unspec
6,32616099,32616099,1,2415,unspec
6,32616103,32616103,1,2416,unspec
6,32616122,32616122,1,2417,unspec
6,32616123,32616123,1,2418,unspec
6,32616133,32616133,1,2419,unspec
6,32616138,32616138,1,2420,unspec
6,32616142,32616142,1,2421,unspec
6,32616153,32616153,0.624444444,2422,unspec
6,32616160,32616160,1,2423,unspec
6,32616161,32616161,1,2424,unspec
6,32616202,32616202,1,2425,unspec
6,32616205,32616205,1,2426,unspec
6,32616216,32616216,0.851278772,2427,unspec
6,32616237,32616237,1,2428,unspec
6,32616238,32616238,0.849444081,2429,unspec
6,32616247,32616247,1,2430,unspec
6,32616283,32616283,1,2431,unspec
6,32616289,32616289,1,2432,unspec
6,32616292,32616292,1,2433,unspec
6,32616311,32616311,1,2434,unspec
6,32616322,32616322,1,2435,unspec
6,32616331,32616331,1,2436,unspec
6,32616352,32616352,1,2437,unspec
6,32616356,32616356,1,2438,unspec
6,32616376,32616376,1,2439,unspec
6,32616411,32616411,1,2440,unspec
6,32616414,32616414,0.619375,2441,unspec
6,32616460,32616460,1,2442,unspec
6,32616518,32616518,0.81669627,2443,unspec
6,32616536,32616536,1,2444,unspec
6,32616542,32616542,1,2445,unspec
6,32616548,32616548,0.806510682,2446,unspec
6,32616553,32616553,1,2447,unspec
6,32616569,32616569,1,2448,unspec
6,32616578,32616578,1,2449,unspec
6,32616594,32616594,1,2450,unspec
6,32616633,32616633,1,2451,unspec
6,32616663,32616663,1,2452,unspec
6,32616685,32616685,1,2453,unspec
6,32616702,32616702,1,2454,unspec
6,32616705,32616705,1,2455,unspec
6,32616748,32616748,0.851278772,2456,unspec
6,32616777,32616777,1,2457,unspec
6,32616804,32616804,1,2458,unspec
6,32616806,32616806,0.830022745,2459,unspec
6,32616811,32616811,0.883492958,2460,unspec
6,32616832,32616832,1,2461,unspec
6,32616848,32616848,1,2462,unspec
6,32616875,32616875,0.851278772,2463,unspec
6,32616885,32616885,1,2464,unspec
6,32616916,32616916,0.805066079,2465,unspec
6,32616928,32616928,0.861037394,2466,unspec
6,32616931,32616931,1,2467,unspec
6,32616940,32616940,1,2468,unspec
6,32616962,32616962,1,2469,unspec
6,32616972,32616972,1,2470,unspec
6,32616990,32616990,1,2471,unspec
6,32616991,32616991,0.81669627,2472,unspec
6,32616992,32616992,1,2473,unspec
6,32616995,32616995,1,2474,unspec
6,32617017,32617017,1,2475,unspec
6,32617062,32617062,1,2476,unspec
6,32617064,32617064,1,2477,unspec
6,32617085,32617085,1,2478,unspec
6,32617086,32617086,1,2479,unspec
6,32617087,32617087,1,2480,unspec
6,32617091,32617091,1,2481,unspec
6,32617098,32617098,1,2482,unspec
6,32617103,32617103,1,2483,unspec
6,32617124,32617124,1,2484,unspec
6,32617125,32617125,1,2485,unspec
6,32617141,32617141,0.658079625,2486,unspec
6,32617149,32617149,1,2487,unspec
6,32617151,32617151,1,2488,unspec
6,32617155,32617155,1,2489,unspec
6,32617175,32617175,0.722846442,2490,unspec
6,32617192,32617192,1,2491,unspec
6,32617200,32617200,1,2492,unspec
6,32617212,32617212,1,2493,unspec
6,32617268,32617268,1,2494,unspec
6,32617275,32617275,1,2495,unspec
6,32617276,32617276,1,2496,unspec
6,32617278,32617278,1,2497,unspec
6,32617281,32617281,1,2498,unspec
6,32617291,32617291,1,2499,unspec
6,32617294,32617294,0.892782369,2500,unspec
6,32617723,32617723,1,2501,unspec
6,32617725,32617725,1,2502,unspec
6,32617727,32617727,1,2503,unspec
6,32617743,32617743,1,2504,unspec
6,32617748,32617748,1,2505,unspec
6,32617790,32617790,1,2506,unspec
6,32617797,32617797,1,2507,unspec
6,32617812,32617812,1,2508,unspec
6,32617855,32617855,1,2509,unspec
6,32617861,32617861,1,2510,unspec
6,32617862,32617862,1,2511,unspec
6,32617864,32617864,1,2512,unspec
6,32617898,32617898,1,2513,unspec
6,32617903,32617903,0.817035775,2514,unspec
6,32617904,32617904,1,2515,unspec
6,32617919,32617919,1,2516,unspec
6,32617924,32617924,1,2517,unspec
6,32617925,32617925,1,2518,unspec
6,32617927,32617927,1,2519,unspec
6,32617959,32617959,1,2520,unspec
6,32617964,32617964,1,2521,unspec
6,32617972,32617972,1,2522,unspec
6,32617975,32617975,1,2523,unspec
6,32617978,32617978,1,2524,unspec
6,32617985,32617985,0.892265193,2525,unspec
6,32617996,32617996,1,2526,unspec
6,32617998,32617998,0.830594901,2527,unspec
6,32618028,32618028,1,2528,unspec
6,32618124,32618124,0.883492958,2529,unspec
6,32618135,32618135,0.821401078,2530,unspec
6,32618147,32618147,1,2531,unspec
6,32618158,32618158,1,2532,unspec
6,32618190,32618190,1,2533,unspec
6,32618201,32618201,1,2534,unspec
6,32618218,32618218,1,2535,unspec
6,32618234,32618234,1,2536,unspec
6,32618242,32618242,1,2537,unspec
6,32618247,32618247,1,2538,unspec
6,32618291,32618291,1,2539,unspec
6,32618332,32618332,1,2540,unspec
6,32618357,32618357,1,2541,unspec
6,32618364,32618364,1,2542,unspec
6,32618371,32618371,1,2543,unspec
6,32618377,32618377,1,2544,unspec
6,32618380,32618380,1,2545,unspec
6,32618430,32618430,1,2546,unspec
6,32618444,32618444,1,2547,unspec
6,32618445,32618445,1,2548,unspec
6,32618459,32618459,1,2549,unspec
6,32618469,32618469,0.861796407,2550,unspec
6,32618530,32618530,1,2551,unspec
6,32618563,32618563,1,2552,unspec
6,32618605,32618605,0.883492958,2553,unspec
6,32618818,32618818,1,2554,unspec
6,32618819,32618819,1,2555,unspec
6,32618829,32618829,1,2556,unspec
6,32618834,32618834,0.829007634,2557,unspec
6,32618854,32618854,1,2558,unspec
6,32618862,32618862,1,2559,unspec
6,32618871,32618871,1,2560,unspec
6,32618898,32618898,1,2561,unspec
6,32618943,32618943,1,2562,unspec
6,32618944,32618944,1,2563,unspec
6,32618955,32618955,1,2564,unspec
6,32618962,32618962,1,2565,unspec
6,32618977,32618977,1,2566,unspec
6,32618978,32618978,0.851278772,2567,unspec
6,32619005,32619005,1,2568,unspec
6,32619006,32619006,1,2569,unspec
6,32619010,32619010,0.722846442,2570,unspec
6,32619017,32619017,1,2571,unspec
6,32619032,32619032,1,2572,unspec
6,32619054,32619054,0.863544754,2573,unspec
6,32619061,32619061,1,2574,unspec
6,32619077,32619077,1,2575,unspec
6,32619131,32619131,1,2576,unspec
6,32619145,32619145,1,2577,unspec
6,32619153,32619153,1,2578,unspec
6,32619156,32619156,1,2579,unspec
6,32619157,32619157,1,2580,unspec
6,32619184,32619184,1,2581,unspec
6,32619213,32619213,1,2582,unspec
6,32619215,32619215,1,2583,unspec
6,32619218,32619218,1,2584,unspec
6,32619221,32619221,1,2585,unspec
6,32619224,32619224,0.816157635,2586,unspec
6,32619234,32619234,1,2587,unspec
6,32619236,32619236,1,2588,unspec
6,32619261,32619261,1,2589,unspec
6,32619264,32619264,1,2590,unspec
6,32619265,32619265,1,2591,unspec
6,32619273,32619273,1,2592,unspec
6,32619285,32619285,0.83161609,2593,unspec
6,32619290,32619290,1,2594,unspec
6,32619313,32619313,1,2595,unspec
6,32619336,32619336,1,2596,unspec
6,32619340,32619340,1,2597,unspec
6,32619380,32619380,0.81669627,2598,unspec
6,32619388,32619388,1,2599,unspec
6,32619436,32619436,1,2600,unspec
6,32619458,32619458,1,2601,unspec
6,32619471,32619471,1,2602,unspec
6,32619472,32619472,1,2603,unspec
6,32619492,32619492,1,2604,unspec
6,32619502,32619502,1,2605,unspec
6,32619504,32619504,1,2606,unspec
6,32619507,32619507,1,2607,unspec
6,32619523,32619523,1,2608,unspec
6,32619556,32619556,1,2609,unspec
6,32619613,32619613,1,2610,unspec
6,32619759,32619759,1,2611,unspec
6,32619763,32619763,1,2612,unspec
6,32619776,32619776,1,2613,unspec
6,32619807,32619807,1,2614,unspec
6,32619811,32619811,0.771773221,2615,unspec
6,32619826,32619826,1,2616,unspec
6,32619828,32619828,1,2617,unspec
6,32619836,32619836,1,2618,unspec
6,32619841,32619841,1,2619,unspec
6,32619851,32619851,1,2620,unspec
6,32619868,32619868,1,2621,unspec
6,32619875,32619875,1,2622,unspec
6,32619884,32619884,1,2623,unspec
6,32619886,32619886,0.830594901,2624,unspec
6,32619900,32619900,1,2625,unspec
6,32619908,32619908,1,2626,unspec
6,32619910,32619910,0.817035775,2627,unspec
6,32619939,32619939,1,2628,unspec
6,32619940,32619940,1,2629,unspec
6,32619991,32619991,1,2630,unspec
6,32620005,32620005,1,2631,unspec
6,32620009,32620009,1,2632,unspec
6,32620030,32620030,0.820802621,2633,unspec
6,32620031,32620031,1,2634,unspec
6,32620035,32620035,1,2635,unspec
6,32620041,32620041,1,2636,unspec
6,32620055,32620055,0.835195531,2637,unspec
6,32620056,32620056,1,2638,unspec
6,32620058,32620058,1,2639,unspec
6,32620069,32620069,1,2640,unspec
6,32620075,32620075,1,2641,unspec
6,32620082,32620082,1,2642,unspec
6,32620083,32620083,1,2643,unspec
6,32620092,32620092,1,2644,unspec
6,32620118,32620118,1,2645,unspec
6,32620120,32620120,0.878156997,2646,unspec
6,32620145,32620145,1,2647,unspec
6,32620146,32620146,1,2648,unspec
6,32620172,32620172,1,2649,unspec
6,32620189,32620189,1,2650,unspec
6,32620190,32620190,0.785631518,2651,unspec
6,32620196,32620196,0.81669627,2652,unspec
6,32620208,32620208,1,2653,unspec
6,32620216,32620216,1,2654,unspec
6,32620217,32620217,1,2655,unspec
6,32620225,32620225,1,2656,unspec
6,32620226,32620226,1,2657,unspec
6,32620230,32620230,1,2658,unspec
6,32620254,32620254,1,2659,unspec
6,32620292,32620292,1,2660,unspec
6,32620299,32620299,1,2661,unspec
6,32620303,32620303,1,2662,unspec
6,32620311,32620311,1,2663,unspec
6,32620333,32620333,1,2664,unspec
6,32643170,32643170,1,2665,unspec
6,32643351,32643351,1,2666,unspec
6,32643358,32643358,1,2667,unspec
6,32643370,32643370,1,2668,unspec
6,32643393,32643393,1,2669,unspec
6,32643399,32643399,1,2670,unspec
6,32643418,32643418,0.868179174,2671,unspec
6,32643424,32643424,0.851278772,2672,unspec
6,32643438,32643438,1,2673,unspec
6,32643439,32643439,1,2674,unspec
6,32643452,32643452,1,2675,unspec
6,32643457,32643457,1,2676,unspec
6,32643466,32643466,1,2677,unspec
6,32643488,32643488,1,2678,unspec
6,32643599,32643599,1,2679,unspec
6,32643663,32643663,1,2680,unspec
6,32643667,32643667,1,2681,unspec
6,32643673,32643673,1,2682,unspec
6,32643695,32643695,1,2683,unspec
6,32643760,32643760,1,2684,unspec
6,32643795,32643795,1,2685,unspec
6,32643802,32643802,1,2686,unspec
6,32643813,32643813,1,2687,unspec
6,32643847,32643847,0.861037394,2688,unspec
6,32643864,32643864,1,2689,unspec
6,32643870,32643870,0.830594901,2690,unspec
6,32643872,32643872,1,2691,unspec
6,32643873,32643873,1,2692,unspec
6,32643912,32643912,0.844139822,2693,unspec
6,32643917,32643917,1,2694,unspec
6,32643927,32643927,0.892782369,2695,unspec
6,32643928,32643928,1,2696,unspec
6,32643932,32643932,1,2697,unspec
6,32643936,32643936,1,2698,unspec
6,32643946,32643946,1,2699,unspec
6,32643948,32643948,1,2700,unspec
6,32643979,32643979,1,2701,unspec
6,32643982,32643982,1,2702,unspec
6,32643987,32643987,1,2703,unspec
6,32644001,32644001,1,2704,unspec
6,32644015,32644015,1,2705,unspec
6,32644018,32644018,1,2706,unspec
6,32644073,32644073,1,2707,unspec
6,32644083,32644083,0.848248513,2708,unspec
6,32644096,32644096,1,2709,unspec
6,32644097,32644097,1,2710,unspec
6,32644121,32644121,1,2711,unspec
6,32644135,32644135,1,2712,unspec
6,32644154,32644154,1,2713,unspec
6,32644174,32644174,1,2714,unspec
6,32644186,32644186,1,2715,unspec
6,32644191,32644191,1,2716,unspec
6,32644220,32644220,1,2717,unspec
6,32644226,32644226,1,2718,unspec
6,32644229,32644229,1,2719,unspec
6,32644231,32644231,1,2720,unspec
6,32644257,32644257,1,2721,unspec
6,32644260,32644260,1,2722,unspec
6,32644264,32644264,1,2723,unspec
6,32644273,32644273,1,2724,unspec
6,32644280,32644280,1,2725,unspec
6,32644302,32644302,1,2726,unspec
6,32644307,32644307,1,2727,unspec
6,32644311,32644311,1,2728,unspec
6,32644319,32644319,1,2729,unspec
6,32644320,32644320,1,2730,unspec
6,32644327,32644327,0.806510682,2731,unspec
6,32644333,32644333,1,2732,unspec
6,32644334,32644334,0.821401078,2733,unspec
6,32644372,32644372,1,2734,unspec
6,32644384,32644384,0.851278772,2735,unspec
6,32644389,32644389,1,2736,unspec
6,32644428,32644428,1,2737,unspec
6,32644431,32644431,1,2738,unspec
6,32644436,32644436,1,2739,unspec
6,32644456,32644456,1,2740,unspec
6,32644464,32644464,0.854016445,2741,unspec
6,32644474,32644474,1,2742,unspec
6,32644488,32644488,1,2743,unspec
6,32644502,32644502,1,2744,unspec
6,32644510,32644510,1,2745,unspec
6,32644511,32644511,1,2746,unspec
6,32644524,32644524,1,2747,unspec
6,32644530,32644530,1,2748,unspec
6,32644532,32644532,1,2749,unspec
6,32644549,32644549,1,2750,unspec
6,32644556,32644556,1,2751,unspec
6,32644559,32644559,1,2752,unspec
6,32644562,32644562,1,2753,unspec
6,32644566,32644566,1,2754,unspec
6,32644619,32644619,0.81669627,2755,unspec
6,32644620,32644620,1,2756,unspec
6,32644633,32644633,0.883492958,2757,unspec
6,32644640,32644640,1,2758,unspec
6,32645109,32645109,1,2759,unspec
6,32645122,32645122,0.845660881,2760,unspec
6,32645128,32645128,1,2761,unspec
6,32645157,32645157,1,2762,unspec
6,32645175,32645175,1,2763,unspec
6,32645185,32645185,1,2764,unspec
6,32645202,32645202,1,2765,unspec
6,32645204,32645204,1,2766,unspec
6,32645205,32645205,0.817035775,2767,unspec
6,32645210,32645210,1,2768,unspec
6,32645233,32645233,1,2769,unspec
6,32645234,32645234,1,2770,unspec
6,32645248,32645248,1,2771,unspec
6,32645249,32645249,1,2772,unspec
6,32645273,32645273,1,2773,unspec
6,32645285,32645285,1,2774,unspec
6,32645447,32645447,1,2775,unspec
6,32645454,32645454,0.850878334,2776,unspec
6,32645457,32645457,1,2777,unspec
6,32645496,32645496,1,2778,unspec
6,32645541,32645541,1,2779,unspec
6,32645926,32645926,1,2780,unspec
6,32645969,32645969,1,2781,unspec
6,32645979,32645979,1,2782,unspec
6,32646027,32646027,0.81669627,2783,unspec
6,32646040,32646040,0.81669627,2784,unspec
6,32646047,32646047,1,2785,unspec
6,32646248,32646248,1,2786,unspec
6,32646260,32646260,1,2787,unspec
6,32646303,32646303,1,2788,unspec
6,32646314,32646314,1,2789,unspec
6,32646317,32646317,1,2790,unspec
6,32646331,32646331,1,2791,unspec
6,32646333,32646333,1,2792,unspec
6,32646949,32646949,1,2793,unspec
6,32646972,32646972,1,2794,unspec
6,32646975,32646975,1,2795,unspec
6,32646991,32646991,1,2796,unspec
6,32646995,32646995,1,2797,unspec
6,32646996,32646996,1,2798,unspec
6,32646997,32646997,1,2799,unspec
6,32647009,32647009,1,2800,unspec
6,32647035,32647035,0.821401078,2801,unspec
6,32647053,32647053,1,2802,unspec
6,32647056,32647056,1,2803,unspec
6,32647065,32647065,1,2804,unspec
6,32647070,32647070,1,2805,unspec
6,32647071,32647071,1,2806,unspec
6,32647080,32647080,0.817035775,2807,unspec
6,32647087,32647087,1,2808,unspec
6,32647089,32647089,1,2809,unspec
6,32647095,32647095,1,2810,unspec
6,32647106,32647106,1,2811,unspec
6,32647140,32647140,1,2812,unspec
6,32647533,32647533,0.835195531,2813,unspec
6,32647569,32647569,1,2814,unspec
6,32647589,32647589,1,2815,unspec
6,32647596,32647596,1,2816,unspec
6,32647623,32647623,1,2817,unspec
6,32647644,32647644,1,2818,unspec
6,32647650,32647650,1,2819,unspec
6,32647654,32647654,1,2820,unspec
6,32647669,32647669,1,2821,unspec
6,32647680,32647680,1,2822,unspec
6,32647681,32647681,1,2823,unspec
6,32647693,32647693,1,2824,unspec
6,32647733,32647733,1,2825,unspec
6,32647743,32647743,1,2826,unspec
6,32647750,32647750,1,2827,unspec
6,32647774,32647774,0.792307692,2828,unspec
6,32647801,32647801,1,2829,unspec
6,32647805,32647805,0.771773221,2830,unspec
6,32647820,32647820,1,2831,unspec
6,32647834,32647834,1,2832,unspec
6,32647836,32647836,1,2833,unspec
6,32647861,32647861,1,2834,unspec
6,32647874,32647874,1,2835,unspec
6,32647875,32647875,1,2836,unspec
6,32647891,32647891,0.771773221,2837,unspec
6,32647925,32647925,1,2838,unspec
6,32647933,32647933,1,2839,unspec
6,32647961,32647961,1,2840,unspec
6,32647977,32647977,1,2841,unspec
6,32652425,32652425,0.853291139,2842,unspec
6,32652455,32652455,1,2843,unspec
6,32652460,32652460,0.81669627,2844,unspec
6,32652464,32652464,1,2845,unspec
6,32652478,32652478,1,2846,unspec
6,32652506,32652506,1,2847,unspec
6,32652509,32652509,1,2848,unspec
6,32652534,32652534,1,2849,unspec
6,32652546,32652546,1,2850,unspec
6,32652567,32652567,1,2851,unspec
6,32652795,32652795,1,2852,unspec
6,32652832,32652832,1,2853,unspec
6,32652845,32652845,1,2854,unspec
6,32652879,32652879,1,2855,unspec
6,32652987,32652987,1,2856,unspec
6,32653050,32653050,1,2857,unspec
6,32653075,32653075,1,2858,unspec
6,32653083,32653083,1,2859,unspec
6,32653092,32653092,1,2860,unspec
6,32653108,32653108,1,2861,unspec
6,32653132,32653132,0.818197136,2862,unspec
6,32653139,32653139,1,2863,unspec
6,32653166,32653166,0.806510682,2864,unspec
6,32653661,32653661,1,2865,unspec
6,32653666,32653666,1,2866,unspec
6,32653706,32653706,1,2867,unspec
6,32654373,32654373,1,2868,unspec
6,32655190,32655190,1,2869,unspec
6,32655213,32655213,1,2870,unspec
6,32655240,32655240,1,2871,unspec
6,32655295,32655295,0.845660881,2872,unspec
6,32655296,32655296,1,2873,unspec
6,32655319,32655319,1,2874,unspec
6,32655325,32655325,1,2875,unspec
6,32655373,32655373,1,2876,unspec
6,32655379,32655379,1,2877,unspec
6,32655416,32655416,1,2878,unspec
6,32655442,32655442,1,2879,unspec
6,32655446,32655446,1,2880,unspec
6,32655456,32655456,1,2881,unspec
6,32655458,32655458,1,2882,unspec
6,32655465,32655465,1,2883,unspec
6,32655500,32655500,1,2884,unspec
6,32655523,32655523,1,2885,unspec
6,32655530,32655530,1,2886,unspec
6,32655540,32655540,1,2887,unspec
6,32655548,32655548,1,2888,unspec
6,32656938,32656938,1,2889,unspec
6,32657051,32657051,1,2890,unspec
6,32657052,32657052,1,2891,unspec
6,32657070,32657070,1,2892,unspec
6,32657097,32657097,1,2893,unspec
6,32658107,32658107,1,2894,unspec
6,32658183,32658183,1,2895,unspec
6,32658212,32658212,0.79184598,2896,unspec
6,32658230,32658230,1,2897,unspec
6,32658238,32658238,0.81669627,2898,unspec
6,32658242,32658242,0.882332956,2899,unspec
6,32658244,32658244,1,2900,unspec
6,32658260,32658260,1,2901,unspec
6,32658263,32658263,1,2902,unspec
6,32658274,32658274,1,2903,unspec
6,32658276,32658276,1,2904,unspec
6,32658309,32658309,1,2905,unspec
6,32658342,32658342,1,2906,unspec
6,32658353,32658353,1,2907,unspec
6,32658362,32658362,1,2908,unspec
6,32658402,32658402,1,2909,unspec
6,32658428,32658428,1,2910,unspec
6,32658433,32658433,1,2911,unspec
6,32658472,32658472,1,2912,unspec
6,32658490,32658490,1,2913,unspec
6,32658495,32658495,1,2914,unspec
6,32658525,32658525,1,2915,unspec
6,32658534,32658534,1,2916,unspec
6,32658569,32658569,0.824923077,2917,unspec
6,32658571,32658571,1,2918,unspec
6,32658600,32658600,1,2919,unspec
6,32658605,32658605,1,2920,unspec
6,32658620,32658620,1,2921,unspec
6,32658626,32658626,1,2922,unspec
6,32658655,32658655,1,2923,unspec
6,32658657,32658657,1,2924,unspec
6,32658661,32658661,1,2925,unspec
6,32658670,32658670,1,2926,unspec
6,32658674,32658674,1,2927,unspec
6,32658687,32658687,1,2928,unspec
6,32658698,32658698,1,2929,unspec
6,32658707,32658707,1,2930,unspec
6,32658715,32658715,0.81669627,2931,unspec
6,32658731,32658731,1,2932,unspec
6,32658760,32658760,1,2933,unspec
6,32658788,32658788,1,2934,unspec
6,32658797,32658797,1,2935,unspec
6,32658813,32658813,1,2936,unspec
6,32658824,32658824,0.79184598,2937,unspec
6,32658837,32658837,1,2938,unspec
6,32658887,32658887,1,2939,unspec
6,32658920,32658920,1,2940,unspec
6,32658925,32658925,1,2941,unspec
6,32658953,32658953,0.861037394,2942,unspec
6,32658973,32658973,1,2943,unspec
6,32659196,32659196,1,2944,unspec
6,32659198,32659198,1,2945,unspec
6,32659200,32659200,1,2946,unspec
6,32659207,32659207,1,2947,unspec
6,32659602,32659602,1,2948,unspec
6,32659613,32659613,0.654846336,2949,unspec
6,32659784,32659784,1,2950,unspec
6,32659796,32659796,1,2951,unspec
6,32659805,32659805,1,2952,unspec
6,32659823,32659823,1,2953,unspec
6,32659826,32659826,0.861037394,2954,unspec
6,32659836,32659836,1,2955,unspec
6,32659858,32659858,1,2956,unspec
6,32659869,32659869,1,2957,unspec
6,32659875,32659875,1,2958,unspec
6,32659877,32659877,1,2959,unspec
6,32659911,32659911,1,2960,unspec
6,32659923,32659923,1,2961,unspec
6,32659936,32659936,1,2962,unspec
6,32659937,32659937,1,2963,unspec
6,32659970,32659970,1,2964,unspec
6,32659975,32659975,1,2965,unspec
6,32659986,32659986,0.830594901,2966,unspec
6,32659996,32659996,1,2967,unspec
6,32660000,32660000,1,2968,unspec
6,32660008,32660008,1,2969,unspec
6,32660321,32660321,1,2970,unspec
6,32660345,32660345,1,2971,unspec
6,32660350,32660350,1,2972,unspec
6,32660353,32660353,1,2973,unspec
6,32660581,32660581,1,2974,unspec
6,32660585,32660585,1,2975,unspec
6,32660586,32660586,0.805066079,2976,unspec
6,32660615,32660615,1,2977,unspec
6,32660617,32660617,1,2978,unspec
6,32660630,32660630,1,2979,unspec
6,32660655,32660655,1,2980,unspec
6,32660820,32660820,1,2981,unspec
6,32660829,32660829,1,2982,unspec
6,32660832,32660832,1,2983,unspec
6,32660834,32660834,1,2984,unspec
6,32660858,32660858,1,2985,unspec
6,32660883,32660883,1,2986,unspec
6,32660928,32660928,1,2987,unspec
6,32660935,32660935,1,2988,unspec
6,32660939,32660939,1,2989,unspec
6,32661737,32661737,0.830594901,2990,unspec
