chr,start,end,kappa,tau,T_original,T_Knock1,T_Knock2,T_Knock3,T_Knock4,T_Knock5,q-value,Ind,MarkerName
2,7350025,7350025,3,0.0021227,0.0033249,0.001687,0.0029373,0.00506,0.0025138,0.0031063,1,456,unspec
2,7350048,7350048,0,0.0040038,0.0062756,0.0021222,0.0028822,0.0022718,0.0009257,0.002723,0.683564356,457,unspec
2,7350252,7350252,3,0.0025066,0.0077822,0.0077334,0.0046666,0.01024,0.008479,0.00030949,1,458,unspec
2,7350367,7350367,1,0.0018437,0.0037135,0.0048762,0.0041078,0.0030325,0.0025933,0.0018843,1,459,unspec
2,7350526,7350526,4,0.0005761,0.0001498,0.0021229,0.0021168,0.0018637,0.0026929,0.0026561,1,460,unspec
2,7351086,7351086,2,0.0006222,0.0017634,0.0020474,0.0023856,0.0020681,0.00087406,0.0015898,1,461,unspec
2,7351207,7351207,1,0.0009379,0.0016724,0.0033533,0.0025411,0.0031023,0.0021972,0.0024154,1,462,unspec
2,7352609,7352609,3,0.0012269,0.00094512,0.0020907,0.0013218,0.0033176,0.0023031,0.0021662,1,463,unspec
2,7352820,7352820,0,0.001896,0.0040662,0.00164,0.0021702,0.0032245,0.001509,0.0028821,0.822495606,464,unspec
2,7352934,7352934,3,0.0066204,0.00064485,0.0051879,0.002404,0.0094033,0.0027829,0.0029241,1,465,unspec
2,7353932,7353932,1,0.0022104,0.0018894,0.0040998,0.0019865,0.002408,0.00031659,0.00063347,1,466,unspec
2,7353949,7353949,4,0.0004525,0.0013803,0.0019219,0.0018942,0.0022056,0.0023499,0.0018974,1,467,unspec
2,7354108,7354108,1,0.0022109,0.0050864,0.0051903,0.0017494,0.0031625,0.0013082,0.0029794,1,468,unspec
2,7354157,7354157,5,0.0001663,0.0023035,0.0051529,0.0051656,0.0025801,0.0051805,0.0053192,1,469,unspec
2,7354278,7354278,2,0.0023104,0.0033646,0.00099421,0.0042553,0.0020903,0.0013904,0.0019449,1,470,unspec
2,7355812,7355812,3,0.0012198,0.0020638,0.0020563,0.0011199,0.0032761,0.00223,0.0017724,1,471,unspec
2,7355881,7355881,4,0.0020929,0.0018111,0.00071588,0.0017719,0.0018848,0.003904,0.0028763,1,472,unspec
2,7355917,7355917,5,0.0031114,0.003772,0.00031541,0.00054656,0.0015487,0.002926,0.0046601,1,473,unspec
2,7356160,7356160,2,0.0027936,0.0024126,0.0028967,0.00541,0.0025011,0.0038468,0.0026164,1,474,unspec
2,7356276,7356276,2,0.0041431,0.0029149,0.0015549,0.005698,0.001085,0.0053823,0.00014617,1,475,unspec
2,7356741,7356741,2,0.0048394,0.003457,0.0020149,0.0068543,0.0055399,0.0017697,0.001381,1,476,unspec
2,7356843,7356843,1,0.0009741,0.0013567,0.0033482,0.002664,0.0027527,0.0002599,0.0023741,1,477,unspec
2,7356867,7356867,2,0.0025894,0.0010358,4.24E-05,0.0036252,0.0020092,0.0012158,0.00059939,1,478,unspec
2,7357037,7357037,0,0.0005162,0.0033265,0.0024855,0.0011667,0.0030682,0.0030505,0.0028103,1,479,unspec
2,7357203,7357203,4,0.0005845,0.0025449,0.0025118,0.0025749,0.0024538,0.0030963,0.0021283,1,480,unspec
2,7357659,7357659,5,0.0009022,0.0019934,0.0023405,0.0020373,0.0027876,0.0015463,0.0029395,1,481,unspec
2,7357681,7357681,5,0.0009833,0.0030683,0.0015314,0.0033114,0.0026898,0.0037277,0.0040516,1,482,unspec
2,7357968,7357968,4,0.0014666,0.0009427,4.05E-05,0.0023303,0.0010693,0.0025359,0.0022736,1,483,unspec
2,7358227,7358227,3,0.000584,0.0017298,0.0013323,0.0021341,0.0023138,0.0011816,0.0017937,1,484,unspec
2,8266130,8266130,0,0.0026552,0.0038606,0.0012054,0.00064054,0.0007378,0.0018083,0.0019789,0.787096774,485,unspec
2,8266302,8266302,4,0.0004574,0.0026691,0.0021837,0.002864,0.0022738,0.0031265,0.0030836,1,486,unspec
2,8266503,8266503,5,0.0015592,0.0022277,0.0022086,0.0029445,0.0015035,0.0018956,0.0037678,1,487,unspec
2,8266572,8266572,2,0.0013204,0.0030679,0.0011346,0.003652,0.0028445,0.0017669,0.0023316,1,488,unspec
2,8266942,8266942,4,0.002112,0.0017437,0.0015981,0.00099517,0.0023239,0.0037101,0.00066252,1,489,unspec
2,8267518,8267518,2,0.0009617,0.0016518,0.0014793,0.002441,0.00085618,0.00147,0.0018558,1,490,unspec
2,8267715,8267715,0,0.0005599,0.0030229,5.39E-05,0.0018939,0.002463,0.0030149,0.0024771,1,491,unspec
2,8268050,8268050,1,0.0017268,7.30E-05,0.0036986,0.0028153,0.0019718,0.0017513,0.0026622,1,492,unspec
2,8268983,8268983,2,0.0030456,0.00059422,0.0023945,0.0058614,0.0032643,0.0043305,0.0028158,1,493,unspec
2,8269364,8269364,4,0.002554,0.0033339,0.0026353,0.0024949,0.00069839,0.0051893,0.0050637,1,494,unspec
2,8269501,8269501,2,0.0018198,0.0034954,0.0014941,0.0044192,0.0017763,0.0025994,0.0031005,1,495,unspec
2,8269620,8269620,3,0.0013875,0.0008426,0.00096488,0.0015257,0.0029132,0.0019601,0.0020683,1,496,unspec
2,8269703,8269703,4,0.00380126,0.00053207,0.00066184,0.0026335,0.0032344,0.0044631,2.46E-05,1,497,unspec
2,8269749,8269749,2,0.0021338,0.0012802,0.0013005,0.0034343,0.0027861,0.0013916,0.0012886,1,498,unspec
2,8269910,8269910,1,0.0005972,0.0024583,0.0026153,0.0020936,0.0014935,0.0020181,0.0020053,1,499,unspec
2,8270410,8270410,4,0.000837,0.0017778,0.0016417,0.0017507,0.0019798,0.0026148,0.0022302,1,500,unspec
2,8270814,8270814,0,0.001956,0.0041723,0.0002351,0.00083112,0.0022163,0.0032431,0.0030747,0.819945603,501,unspec
2,8270816,8270816,1,0.0008769,0.0018426,0.0027195,0.0018754,0.00055101,0.002713,0.0011554,1,502,unspec
2,8271938,8271938,1,0.0037623,0.0026633,0.0064256,0.0025603,0.0014608,0.0047328,0.0035323,1,503,unspec
2,8272399,8272399,5,0.0024756,0.0015441,0.0014178,0.0013491,0.003867,0.00081482,0.0038934,1,504,unspec
2,8273237,8273237,2,0.0052941,0.00089065,0.0036713,0.0073192,0.0045835,0.0020251,0.0003365,1,505,unspec
2,8273418,8273418,3,0.00220534,0.0017112,0.00026004,5.65E-05,0.0029661,0.00076076,0.00215,1,506,unspec
2,8273562,8273562,4,0.0019235,4.15E-05,0.0032003,0.0019822,0.0018986,0.0038221,0.0012947,1,507,unspec
2,8273797,8273797,5,0.000703,0.0015978,0.0019333,0.002968,0.0030513,0.0025882,0.0032912,1,508,unspec
2,8274044,8274044,5,0.0005525,0.0015316,0.0021139,0.0017428,0.0018404,0.0021627,0.0023929,1,509,unspec
2,8274066,8274066,1,0.0007986,0.0015774,0.003064,0.0019884,0.0022654,0.0023927,0.0027601,1,510,unspec
2,8275418,8275418,1,0.0006176,0.0021946,0.0027338,0.0011272,0.0018298,0.0021162,0.0022885,1,511,unspec
2,8275869,8275869,1,0.0006404,0.002121,0.0027614,0.0024124,0.0026963,0.00068457,0.0020108,1,512,unspec
2,8275964,8275964,2,0.0012417,0.0024858,0.0016387,0.0036431,0.0013312,0.0024014,0.0036102,1,513,unspec
2,8276044,8276044,4,0.0007373,0.0036002,0.0041981,0.002427,0.0035654,0.0043027,0.0013127,1,514,unspec
2,8276090,8276090,5,0.0011024,0.0025042,0.0022984,0.0017228,0.0019925,0.0025237,0.0034008,1,515,unspec
2,8276358,8276358,3,0.0027048,0.0023345,0.00062205,0.0016319,0.0047083,0.0024703,0.0020035,1,516,unspec
2,8276575,8276575,1,0.0008164,0.0019076,0.0023956,0.00035932,0.0011013,0.0015792,0.0021743,1,517,unspec
2,8277368,8277368,0,0.0009673,0.0032182,0.0023795,0.0029492,0.0022509,0.002123,0.0021659,0.876342857,518,unspec
2,8278175,8278175,3,0.0016408,0.00045678,0.0018149,0.00072064,0.0034557,0.0018752,0.0024644,1,519,unspec
2,8278400,8278400,0,0.0005819,0.0032138,0.0026319,0.0019063,0.0028938,0.00099152,0.0027167,1,520,unspec
2,8278495,8278495,1,0.0014882,0.0011527,0.0031891,0.0025129,0.0001528,0.0017009,0.0018848,1,521,unspec
2,8278594,8278594,3,0.0023018,0.00094411,0.0010447,0.00075342,0.0033465,0.0025485,0.0022743,1,522,unspec
2,105743649,105743649,5,0.0032797,0.00195,0.0015308,0.0043123,0.0038832,0.0016412,0.0052297,1,523,unspec
2,105743877,105743877,1,0.0009406,0.0025679,0.0035085,0.0018973,0.0032818,0.003135,0.0014447,1,524,unspec
2,105744208,105744208,5,0.0020499,0.00047706,0.0024946,0.0038629,0.0028723,0.001089,0.0045445,1,525,unspec
2,105744218,105744218,5,0.0029953,0.0035568,0.00074904,0.0011486,0.0051144,0.0021967,0.005192,1,526,unspec
2,105744227,105744227,0,0.0023626,0.0046551,0.0022165,0.0035219,0.0022925,0.0018967,0.0025814,0.793043478,527,unspec
2,105744260,105744260,5,0.0003145,0.002562,0.001673,0.0026452,0.0026676,0.0010686,0.0028765,1,528,unspec
2,105744276,105744276,3,0.0007104,0.0021961,0.00083887,0.0017778,0.0029065,0.0028668,0.0025257,1,529,unspec
2,105744648,105744648,4,0.0010093,0.002139,0.0031778,0.0027366,0.0033362,0.0037459,0.0018073,1,530,unspec
2,105744677,105744677,2,0.0093784,0.0022546,0.0033288,0.011633,0.0039729,0.00022523,0.0020131,1,531,unspec
2,105744738,105744738,1,0.00383086,0.00058733,0.0047394,0.00045619,0.0037062,0.00090854,0.002267,1,532,unspec
2,105745014,105745014,2,0.0086829,0.0006008,0.0085274,0.010365,0.0013433,0.0016821,0.0022003,1,533,unspec
2,105745021,105745021,1,0.001569,0.0010747,0.003186,0.0028772,0.001617,0.0019958,0.0010138,1,534,unspec
2,105745150,105745150,4,0.0023318,0.0024212,0.0035132,0.00098454,0.0017644,0.0040962,0.0016085,1,535,unspec
2,105745209,105745209,3,0.0014834,0.0022943,0.0021531,0.0016199,0.0033949,0.0019115,0.0008406,1,536,unspec
2,105745237,105745237,0,0.0023019,0.0040513,0.00089626,0.0017494,0.0028083,0.0025446,0.0015266,0.795121951,537,unspec
2,105745290,105745290,3,0.0027632,0.0035296,0.0050146,0.0032978,0.0062928,0.00030316,0.0043497,1,538,unspec
2,105745420,105745420,0,0.0011744,0.0032451,0.0027807,0.00036394,0.00095673,0.0022443,0.0020707,0.859231254,539,unspec
2,105745421,105745421,4,0.0015759,0.0013915,0.0015593,0.0028477,0.0026136,0.0035663,0.0019904,1,540,unspec
2,105745434,105745434,0,0.0010694,0.00294,0.0021411,0.0012892,0.0019718,0.0018706,0.0017856,0.868927922,541,unspec
2,105745830,105745830,3,0.0005609,0.0010013,0.002527,0.0013436,0.0030879,0.0026833,0.0027224,1,542,unspec
2,105745907,105745907,3,0.0022531,0.0014917,0.0029662,0.0028871,0.0040243,0.0017712,0.0015266,1,543,unspec
2,105746264,105746264,4,0.0006614,0.0018907,0.0017111,0.0021309,0.0024962,0.0025521,0.0013161,1,544,unspec
2,105746492,105746492,5,0.0026272,0.0024365,0.0040807,0.0023027,0.00062307,0.0044514,0.0050637,1,545,unspec
2,105746706,105746706,3,0.0026388,0.0020618,0.0018691,0.0017359,0.0045464,0.0028892,0.0019076,1,546,unspec
2,105746748,105746748,1,0.0043799,0.000733,0.0068774,0.0030219,0.0024975,0.0028708,0.0021117,1,547,unspec
2,105746811,105746811,2,0.0006794,0.0033654,0.0030978,0.0037772,0.0013116,0.0037158,0.0013774,1,548,unspec
2,105747099,105747099,1,0.0016679,0.001957,0.0036524,0.0016602,0.0029938,0.0021302,0.0019845,1,549,unspec
2,105747680,105747680,5,0.0009591,9.53E-05,0.0016572,0.0019725,0.0014115,0.0019854,0.0026163,1,550,unspec
2,105747682,105747682,1,0.0059015,0.0028391,0.010014,0.0042814,0.0034199,0.0041125,0.004503,1,551,unspec
2,105747815,105747815,3,0.001765,0.00049303,0.0020751,0.0017153,0.0034803,0.002365,0.0015209,1,552,unspec
2,105747956,105747956,1,0.0042244,0.00309,0.0057521,0.0018483,0.00075013,0.0015277,0.00095686,1,553,unspec
2,105748016,105748016,2,0.0019145,0.0015417,0.0011121,0.00309,0.0023251,0.0011755,0.00017965,1,554,unspec
2,105748227,105748227,2,0.0015715,0.0019744,0.0024776,0.0045045,0.0037207,0.0038179,0.002933,1,555,unspec
2,105748258,105748258,4,0.0014691,0.00036398,0.0020307,0.0027424,0.0018239,0.0033091,0.00184,1,556,unspec
2,105748276,105748276,3,0.0041447,0.0042443,0.0053142,0.0079127,0.008389,0.0022158,0.0034864,1,557,unspec
2,105748361,105748361,1,0.0002604,0.001773,0.0018341,0.00031601,0.0016336,0.0013032,0.0015737,1,558,unspec
2,105748386,105748386,2,0.0030481,0.0021062,0.0019998,0.0051543,0.004469,0.0033329,0.0013499,1,559,unspec
2,105748510,105748510,4,0.0042243,0.00059433,0.0023603,0.002262,0.0040153,0.0065846,0.0043856,1,560,unspec
2,105748526,105748526,5,0.0023791,0.0034345,0.0013036,0.0017292,0.00085151,0.0036491,0.0041083,1,561,unspec
2,105748527,105748527,3,0.00333422,0.00015258,0.00071348,0.0012878,0.0040477,0.00029726,0.0013593,1,562,unspec
2,105748775,105748775,5,0.0017024,0.002764,0.00082971,0.0018065,0.0021183,0.0025921,0.0038207,1,563,unspec
2,105749397,105749397,0,0.0015534,0.0037343,0.0021809,0.00084674,0.0019415,0.0027338,0.0031007,0.842074928,564,unspec
2,105749565,105749565,1,0.0009467,0.0019853,0.0031832,0.00010311,0.0027371,0.0022365,0.0029345,1,565,unspec
2,105749599,105749599,3,0.0016748,0.0036985,0.0022484,0.0028268,0.0039232,0.00077096,0.0012022,1,566,unspec
2,105749736,105749736,0,0.0040483,0.0058199,0.0016787,0.0017716,0.0030025,0.0034382,0.0011815,0.683564356,567,unspec
2,105749775,105749775,5,0.0051824,0.0048016,0.0024834,0.005813,0.0014802,0.0017753,0.0076658,1,568,unspec
2,105749839,105749839,1,0.0027679,0.0024353,0.0046564,0.00015724,0.0015419,0.0026503,0.0018885,1,569,unspec
2,105750387,105750387,0,0.0029232,0.0056671,0.0039642,0.00041889,0.00021352,0.0037374,0.0027439,0.760055866,570,unspec
2,105750509,105750509,1,0.0009506,0.0011893,0.0029385,0.00054262,0.0019879,0.0027651,0.0023352,1,571,unspec
2,105750900,105750900,5,0.0016841,0.0016486,0.0022876,0.0027105,0.0017538,0.0018117,0.0034958,1,572,unspec
2,105751104,105751104,1,0.005884,0.00085908,0.0085104,0.0045101,0.0026264,0.0013179,0.0051734,1,573,unspec
2,105751224,105751224,3,0.0030718,0.0027971,0.0032065,0.0017465,0.0059854,0.0029136,0.0035911,1,574,unspec
2,105751252,105751252,4,0.0029351,0.0016407,0.0013932,0.00015782,0.0013659,0.0043283,0.0016747,1,575,unspec
2,105751397,105751397,1,0.0020126,0.0001869,0.0053609,0.0049331,0.00029995,0.0048869,0.0033483,1,576,unspec
2,105751654,105751654,4,0.0020754,0.00097074,0.0059648,0.0045012,0.003987,0.006108,0.0040326,1,577,unspec
2,105751731,105751731,4,0.0083286,0.0036464,0.0053795,0.0080936,0.0017158,0.011975,0.0026898,1,578,unspec
2,105752050,105752050,3,0.0005298,0.0021064,0.0021302,0.0024604,0.00266,0.0020411,0.002241,1,579,unspec
2,105752394,105752394,1,0.0082296,0.0020978,0.010551,0.0024982,0.0050747,0.00051601,0.0023214,1,580,unspec
2,105752625,105752625,4,0.0028261,0.0032196,0.0027806,0.0022199,0.0051604,0.0056067,0.0019412,1,581,unspec
2,105752722,105752722,0,0.0022672,0.0042193,0.0023792,0.0031951,0.0019521,0.0015055,0.00051886,0.795121951,582,unspec
2,105752796,105752796,3,0.0059719,0.0033709,0.0034567,0.0048794,0.0094286,0.0040986,0.0029914,1,583,unspec
2,105753076,105753076,1,0.0036938,0.0016598,0.0049396,0.00068987,0.0012458,0.0010465,0.0043534,1,584,unspec
2,105753330,105753330,0,0.0022516,0.0047958,0.0023096,0.00092342,0.0025442,0.0034499,0.0033338,0.795121951,585,unspec
2,105753662,105753662,4,0.002797,0.0032031,0.0013448,0.0049383,0.0032799,0.0060001,0.0028446,1,586,unspec
2,105753911,105753911,2,0.0013204,0.00022603,0.0032352,0.0036835,0.0010033,0.0023631,0.0033575,1,587,unspec
2,105754451,105754451,4,3.54054,1.9566,0.0071907,0.064822,0.064022,3.6049,0.06436,1,588,unspec
2,105754555,105754555,1,0.0021415,0.0023044,0.0044459,0.0017685,0.0043182,0.0035676,0.00036804,1,589,unspec
2,105754679,105754679,5,0.000652,0.0021694,0.0030787,4.73E-05,0.0024838,0.0026651,0.0031358,1,590,unspec
2,105754856,105754856,4,0.0016909,0.0029523,0.0016082,0.0010144,0.0015612,0.0032991,0.0018885,1,591,unspec
2,105755106,105755106,4,0.0025173,0.0019972,0.0020959,0.0018223,0.002062,0.0045145,0.00068718,1,592,unspec
2,105755242,105755242,3,0.002191,0.0039253,0.0041418,0.0017535,0.0045163,0.00072319,0.0023253,1,593,unspec
2,105755405,105755405,5,0.0013926,0.002321,0.0053008,0.0015681,0.0042445,0.0047861,0.0056371,1,594,unspec
2,105755472,105755472,3,0.0055968,0.00064546,0.0034884,0.0041659,0.0090852,0.004949,0.0034203,1,595,unspec
2,105755489,105755489,5,0.0023754,0.0022956,0.0015092,0.0031925,0.0046054,0.0022973,0.0046727,1,596,unspec
2,105755706,105755706,5,0.0077869,0.0021555,0.0021251,0.0016441,0.0023289,0.0018897,0.009912,1,597,unspec
2,105755901,105755901,3,0.0020109,0.0025875,0.0018771,0.0031486,0.0049627,0.0031947,0.0029518,1,598,unspec
2,105755976,105755976,5,0.0033429,0.0016117,0.0013963,0.0024243,0.00062501,0.004688,0.0049546,1,599,unspec
2,105756085,105756085,4,0.0018108,0.0016255,0.0030306,0.0010764,0.0015181,0.0034363,0.0028181,1,600,unspec
2,105756123,105756123,4,0.0022286,0.00066381,0.0031193,0.0021562,0.00050556,0.0043848,0.0034663,1,601,unspec
2,105756214,105756214,0,0.0017249,0.0035379,0.001813,0.00070265,0.00089662,0.0019782,0.0018293,0.835673931,602,unspec
2,105756344,105756344,0,0.0017808,0.0040051,0.00010851,0.0029563,0.0022243,0.0012255,0.0025987,0.834979757,603,unspec
2,105756451,105756451,4,0.00317,0.0020807,0.001027,0.0037103,0.0028741,0.0052507,0.0020661,1,604,unspec
2,127064263,127064263,1,0.0033428,0.002781,0.0054373,0.0032424,0.00040832,0.0014366,0.0020945,1,605,unspec
2,127064471,127064471,1,0.0050115,0.0038029,0.0076366,0.0016976,0.0026251,0.0012881,0.0070305,1,606,unspec
2,127064560,127064560,4,0.002465,0.0031414,0.0029292,0.0012798,0.0052756,0.0053942,0.00098814,1,607,unspec
2,127064584,127064584,5,0.7093823,0.0052477,0.32123,0.0033967,0.19704,0.00071784,0.71463,1,608,unspec
2,127065140,127065140,1,0.0009719,0.001011,0.0029334,0.0028951,0.0019508,0.0023974,0.0019615,1,609,unspec
2,127065145,127065145,3,0.0026618,0.0025423,0.0015278,0.0020858,0.0041896,0.0015176,0.00093743,1,610,unspec
2,127065306,127065306,0,0.0005807,0.0025469,0.00079661,0.0022266,0.00094267,0.0019662,0.0021828,1,611,unspec
2,127065604,127065604,3,0.0010828,0.0021599,0.0012704,0.0017788,0.0028843,0.0018015,0.0023431,1,612,unspec
2,127065994,127065994,2,0.0068427,0.0019354,0.0049548,0.0091767,0.0029381,0.002334,0.0022591,1,613,unspec
2,127066042,127066042,0,0.0009194,0.0029908,0.0018894,0.0015958,0.0025099,0.0021127,0.0020714,0.876484018,614,unspec
2,127066110,127066110,0,0.1992232,0.20534,0.017584,0.0039971,0.00060277,0.0061168,0.0084572,0.32815534,615,unspec
2,127066256,127066256,5,0.0026481,0.0025522,0.0026876,0.0019325,0.0050051,0.0023341,0.0052003,1,616,unspec
2,127066851,127066851,4,0.001856,0.00095896,0.0018571,0.0014294,0.0034378,0.0037131,0.0018645,1,617,unspec
2,127066933,127066933,5,0.0042068,0.0019413,0.0025104,0.0024156,0.0035262,0.0055917,0.0067172,1,618,unspec
2,127066937,127066937,4,0.006402,0.0030956,0.0049789,0.0021262,0.0022105,0.009066,0.002664,1,619,unspec
2,127067112,127067112,0,0.0017684,0.0040041,0.0030176,0.00138,0.0022357,0.0022723,0.0015932,0.834979757,620,unspec
2,127067213,127067213,4,0.0023993,0.0036344,0.0016004,0.0013418,0.0027573,0.0049158,0.0025165,1,621,unspec
2,127067454,127067454,1,0.0052635,0.0057916,0.0077641,0.00087802,0.0025006,0.00054983,0.0034626,1,622,unspec
2,127067526,127067526,1,0.0007079,0.0022705,0.0027559,0.00076146,0.0023302,0.0018616,0.002048,1,623,unspec
2,127067541,127067541,3,0.8547563,0.0054168,0.00088908,0.0063137,0.86107,0.058665,0.31412,1,624,unspec
2,127068392,127068392,0,0.0106957,0.015714,0.0050183,0.0009588,0.0043862,0.014854,0.012982,0.456084656,625,unspec
2,127068683,127068683,0,0.0242396,0.026509,0.0041632,0.0016825,0.00065301,0.0022694,0.0038329,0.402941176,626,unspec
2,127068855,127068855,1,0.0009174,0.0013125,0.0027797,0.0018623,0.0008894,0.002324,0.0019882,1,627,unspec
2,127068957,127068957,5,0.0015933,0.001582,0.00080206,0.0025109,0.0028512,0.0015966,0.0031899,1,628,unspec
2,127069056,127069056,1,0.0035537,0.00019831,0.0049347,0.001381,0.0017836,0.0042855,0.00054745,1,629,unspec
2,127069059,127069059,3,0.0035338,0.0040596,0.0040167,0.0030653,0.0075505,0.0059269,0.0039567,1,630,unspec
2,127069257,127069257,2,0.244778,0.0051267,0.004442,0.24922,0.0029594,0.0050708,0.00048003,1,631,unspec
2,127069479,127069479,5,0.0071174,0.0091934,0.0060036,0.0037918,0.006437,0.0034247,0.013121,1,632,unspec
2,127069480,127069480,5,0.0065415,0.0042265,0.004527,0.0035972,0.0027058,0.0057384,0.010768,1,633,unspec
2,127069571,127069571,2,0.0052452,0.0044149,0.0021858,0.0092513,0.0040061,0.0020458,0.0058094,1,634,unspec
2,127069831,127069831,1,0.0012205,0.00030344,0.0030246,8.83E-05,0.0021985,0.002676,0.0018041,1,635,unspec
2,127070483,127070483,1,0.0013124,0.002132,0.0034576,0.0033488,0.0027496,0.0017655,0.0021452,1,636,unspec
2,127070495,127070495,5,0.001363,0.0026122,0.0023639,0.0018691,0.0019156,0.0019835,0.0033465,1,637,unspec
2,127071365,127071365,1,0.0022182,0.0020609,0.0034738,0.00069536,0.00070036,0.0012703,0.0012556,1,638,unspec
2,127071422,127071422,5,0.008981,0.014378,0.0045686,0.004301,0.0088518,0.005753,0.014734,1,639,unspec
2,127071706,127071706,3,0.894755,0.77389,0.0076531,0.010085,0.90484,0.013664,0.0021212,1,640,unspec
2,127072128,127072128,0,0.0017718,0.0047009,0.0035352,0.00017921,0.0014814,0.0029291,0.0046937,0.834979757,641,unspec
2,127072225,127072225,1,0.0041352,0.002457,0.0065922,0.0020901,0.0044075,0.0038337,0.00096823,1,642,unspec
2,127072367,127072367,0,4.35147,4.7332,0.10814,0.38173,0.37675,0.54748,4.278,0.102222222,643,BIN1
2,127072501,127072501,4,0.0022869,0.001206,0.0010213,0.0011274,0.00083708,0.0033082,0.00023519,1,644,unspec
2,127072545,127072545,4,0.002788,0.0018846,0.0013328,0.0014529,0.0021022,0.0042409,0.0012351,1,645,unspec
2,127072588,127072588,3,0.0026582,0.0025904,0.0020641,0.0023993,0.0049048,0.0022466,0.0015595,1,646,unspec
2,127072643,127072643,4,0.0015413,0.0018723,0.00072089,0.0026088,0.00043676,0.0034136,0.0029092,1,647,unspec
2,127072723,127072723,0,0.0021357,0.0039674,0.00025288,0.0018317,2.46E-05,0.002863,0.0031057,0.805283757,648,unspec
2,127072821,127072821,3,0.00132548,0.00082026,0.00061802,0.0018961,0.0019435,7.29E-05,0.000218,1,649,unspec
2,127073032,127073032,3,0.0020534,0.0017778,0.0034802,0.0013444,0.0036697,0.0016102,0.0016163,1,650,unspec
2,127073033,127073033,2,0.0980961,0.0027363,0.0090178,0.10121,0.065005,0.0015606,0.0031139,1,651,unspec
2,127073127,127073127,1,0.0009364,0.0028281,0.0037645,0.0037424,0.0020565,0.0010055,0.0036673,1,652,unspec
2,127073130,127073130,1,0.0016461,0.0015345,0.0031806,0.00053081,0.001774,0.00015017,0.0018708,1,653,unspec
2,127073560,127073560,5,0.0012746,0.0015185,0.0011178,9.76E-05,0.0012982,0.0024858,0.0025728,1,654,unspec
2,127073951,127073951,2,0.0005901,0.0024968,0.002074,0.0030869,0.002809,0.0011838,0.0028574,1,655,unspec
2,127077216,127077216,5,0.0010613,0.0023978,0.00078734,0.0024602,0.0020603,0.0020592,0.0031216,1,656,unspec
2,127077280,127077280,0,0.0019635,0.0042572,0.0030944,0.0020946,0.0032493,0.00043249,0.0022937,0.817818182,657,unspec
2,127077316,127077316,2,0.0008158,0.0019685,0.0015765,0.0020347,0.0012189,5.85E-05,0.0011244,1,658,unspec
2,127077417,127077417,4,0.0016221,0.00053765,0.0019263,0.0019133,0.0013927,0.0035354,0.0031849,1,659,unspec
2,127077429,127077429,2,0.0058891,0.0096463,0.0050656,0.010308,0.0021121,0.0032948,0.0044189,1,660,unspec
2,127077470,127077470,4,0.0051363,0.0055236,0.0019471,0.0040134,0.0023471,0.0074834,0.00015015,1,661,unspec
2,127077546,127077546,4,0.0028534,0.0032268,0.0053248,0.0033374,0.0031339,0.0061908,0.0041827,1,662,unspec
2,127077659,127077659,2,0.0076805,0.0080251,0.0024795,0.01016,0.0016616,0.0032286,0.00045913,1,663,unspec
2,127077797,127077797,4,0.0027042,0.0022887,0.0024105,0.0021361,0.0015008,0.0049929,0.0026041,1,664,unspec
2,127078003,127078003,0,0.0032563,0.0084726,0.0038155,0.0067561,0.0065325,0.0019089,0.0052163,0.718068536,665,unspec
2,127078048,127078048,5,0.0082365,0.0080346,0.001736,3.63E-05,0.0054579,0.0042955,0.012532,1,666,unspec
2,127078059,127078059,1,0.0036001,0.0015456,0.0057008,0.0029116,0.0021007,0.002983,0.0014477,1,667,unspec
2,127078090,127078090,0,0.0108935,0.014617,0.011695,0.0022297,0.0037235,0.00072961,0.0079005,0.456084656,668,unspec
2,127078193,127078193,0,0.0060735,0.0084567,0.0023832,0.0067342,0.0055405,0.0018881,0.0023234,0.56626506,669,unspec
2,127078197,127078197,1,0.0062533,0.0026129,0.0088662,0.0037244,0.0018664,0.0037306,0.00021908,1,670,unspec
2,127078251,127078251,0,0.0152074,0.018355,0.0031476,0.0087928,0.0015743,0.00099958,0.012815,0.432258065,671,unspec
2,127078377,127078377,4,0.0016688,0.001698,0.002137,0.00154,0.0012568,0.0033668,0.0018101,1,672,unspec
2,127078790,127078790,3,0.0098518,0.013875,0.00096512,0.0092422,0.019094,0.0042447,0.010041,1,673,unspec
2,127079351,127079351,5,0.0092175,0.0020761,0.0016625,0.0073721,0.011627,0.0031925,0.01241,1,674,unspec
2,127079361,127079361,2,0.0012186,0.0020174,0.00079539,0.0029734,0.0017548,0.0026368,0.0013158,1,675,unspec
2,127079465,127079465,2,0.0097094,0.0027315,2.63E-05,0.013083,0.0045878,0.0033736,0.0048961,1,676,unspec
2,127079478,127079478,4,0.0027047,0.0018858,0.0044378,0.00078293,0.0025794,0.0045905,0.00025007,1,677,unspec
2,127080123,127080123,5,0.0017069,0.0017339,0.0039286,0.0036561,0.0027979,0.0023483,0.0045048,1,678,unspec
2,127080539,127080539,3,0.0034754,0.0056538,0.0023588,0.0016639,0.0058342,0.00078442,0.0026632,1,679,unspec
2,127080661,127080661,4,0.0007436,0.002279,0.0025474,0.0024526,0.001922,0.0031157,0.0023721,1,680,unspec
